datetime	FF	FX	N	P	T	TD	U	gasPower	hour	dayofweek	season
2017/3/1 17:00	6.471360338	9.207898863	6.708133295	999.6709866	8.246705646	4.32128004	75.34516221	0.233057341	17	2	1
2017/3/1 18:00	5.659216505	8.276027345	6.357721646	999.3550134	7.929240915	4.063828275	74.99353168	0.305609247	18	2	1
2017/3/1 19:00	4.135797359	6.213455553	7.229688457	998.8131943	7.75211478	4.02279449	76.41568431	0.313143244	19	2	1
2017/3/1 20:00	3.428814192	5.211715717	6.767850204	998.5880168	7.272311835	4.732389265	82.97710905	0.16289559	20	2	1
2017/3/1 21:00	4.365834892	6.601918271	7.397606773	998.4702509	6.861668693	5.353570802	88.48800557	0.153726576	21	2	1
2017/3/1 22:00	2.659124524	4.295253853	7.30360008	997.8957456	6.336079958	5.145630131	90.58409774	0.146852967	22	2	1
2017/3/1 23:00	0.978005855	1.658390806	7.571352697	997.5812275	5.935804553	5.453484561	95.72690041	0.179702049	23	2	1
2017/3/2 0:00	2.806689861	3.724421704	7.348281768	997.5892021	6.019326128	5.43482356	95.09815149	0.205131784	0	3	1
2017/3/2 1:00	2.976505835	4.032825195	6.491983805	997.9359283	5.904967523	5.409208239	96.20998277	0.167255172	1	3	1
2017/3/2 2:00	4.082852014	5.633719943	7.400114175	997.7387641	6.248342743	5.448751559	94.43069735	0.147477446	2	3	1
2017/3/2 3:00	4.891882076	7.288762309	7.279335135	997.1801972	6.60484858	5.755803075	94.37659755	0.145341004	3	3	1
2017/3/2 4:00	6.160147688	10.16666135	6.741805064	996.1043756	6.837323611	5.789675314	93.16368679	0.130601153	4	3	1
2017/3/2 5:00	11.65491007	18.02697584	7.224623856	996.7710006	7.199150983	3.737168133	78.23786592	0.137451117	5	3	1
2017/3/2 6:00	11.66294755	18.37112564	7.35567318	998.7571088	6.523975498	1.868723295	72.10038319	0.133866551	6	3	1
2017/3/2 7:00	11.20055695	17.08978957	7.737640094	1000.02961	6.83021938	0.299833383	62.59261591	0.135413693	7	3	1
2017/3/2 8:00	12.04934487	18.40577668	7.01551304	1000.934265	6.036189696	1.165401521	71.038757	0.151679872	8	3	1
2017/3/2 9:00	11.65178862	17.84397319	6.139175997	1001.632109	5.335902499	2.459389078	80.35106278	0.460553993	9	3	1
2017/3/2 10:00	11.75013603	17.61587075	7.712347461	1002.820303	7.22999899	1.627276765	66.73590704	0.466030794	10	3	1
2017/3/2 11:00	10.9352904	16.33461641	7.119173336	1004.671488	7.11275021	2.000005689	69.53868829	0.370898692	11	3	1
2017/3/2 12:00	10.15318023	16.28944415	7.490421988	1006.088103	7.727228724	2.253258302	68.20349774	0.292577388	12	3	1
2017/3/2 13:00	10.45472084	15.53312902	7.627115219	1007.319579	7.839321807	2.522084972	68.94003113	0.215644853	13	3	1
